1068,1416,1536,460.4628881,3.946748368,1.986642486,0.43%
1250,2652,2900,1514.686743,0.752029084,0.867196105,0.06%
3592,3170,3114,5598.263322,1.02310551,1.011486782,0.02%
3154,2894,580,905.9799512,1.055101671,1.027181421,0.11%
96,148,238,12.4823761,0.00343637,0.058620556,0.47%
1796,898,3424,935.1671537,43.72297695,6.612335211,0.71%
3104,3832,3836,6840.92557,0.784269321,0.885589815,0.01%
2250,2150,450,446.0899035,4.949422166,2.224729684,0.50%
2856,2034,3816,3551.326116,0.389970763,0.624476391,0.02%
668,1624,3190,587.1480306,6.245316298,2.499063084,0.43%
1408,2062,1008,592.6499367,1.237652365,1.112498254,0.19%
144,204,226,15.34455617,0.009178235,0.095803103,0.62%
1034,2710,2786,1336.86622,19.86633884,4.457167132,0.33%
372,1720,1880,248.515288,2.773808673,1.665475509,0.67%
3306,3284,3584,5757.548721,1.456720322,1.206946694,0.02%
2050,2556,2332,1974.849065,7.754970637,2.784774791,0.14%
3166,3836,1544,3029.046853,0.382914449,0.618800815,0.02%
3524,1164,3332,2113.173644,33.69537843,5.80477204,0.27%
3806,1560,3402,3403.423309,11.72791235,3.42460397,0.10%
630,3772,1242,580.7504654,7.5217143,2.742574393,0.47%
142,204,212,15.33946991,0.002174214,0.046628465,0.30%
3998,3384,3476,7221.693807,10.12405712,3.181832353,0.04%
2108,880,3106,927.359581,81.51785945,9.028724132,0.97%
1278,2784,3550,1913.648129,1.491872354,1.221422267,0.06%
1472,3580,3386,2890.517235,0.125524063,0.354293752,0.01%
3954,394,2856,727.0733515,0.463086407,0.680504524,0.09%
1176,2382,468,253.0773481,8.639987957,2.939385643,1.16%
1608,3364,996,908.0082575,0.329295795,0.573843006,0.06%
3778,3856,3144,6982.784448,486.728175,22.06191685,0.32%
2776,2792,1834,2277.100086,338.101219,18.3875289,0.81%
1926,786,1532,399.0449905,59.65769621,7.723839473,1.94%
270,2352,2960,354.6687762,0.200469963,0.447738722,0.13%
3452,446,2278,581.6090902,6.869875708,2.621044774,0.45%
1634,2720,858,646.1952527,0.200017944,0.447233657,0.07%
2340,3544,1366,1889.947255,1.293681685,1.137401286,0.06%
3206,3274,3310,5317.266941,1.524513057,1.23471173,0.02%
2342,3720,516,875.7325808,0.220644072,0.469727657,0.05%
1944,1746,3332,1831.049442,43.24154603,6.575830444,0.36%
1706,1172,3094,1022.620201,2.763661087,1.662426265,0.16%
2272,662,1406,354.9261093,6.362894813,2.522477911,0.71%
2624,2760,2300,2569.36121,0.362805167,0.602333103,0.02%
1478,2884,1630,1140.97023,18.01426364,4.24432134,0.37%
3654,1552,2594,2355.096181,21.99947893,4.690360213,0.20%
2668,3972,3790,5987.303257,0.388327711,0.623159459,0.01%
754,488,2064,150.3850619,0.156218953,0.395245434,0.26%
1556,3982,2580,2627.649466,0.394275402,0.627913531,0.02%
290,674,2264,114.7917112,1.696356069,1.302442347,1.13%
3622,3146,3852,6912.653697,2.45932002,1.568221929,0.02%
3408,3586,1962,3823.626041,0.235547001,0.485331846,0.01%
3656,1198,3730,2570.513248,20.51383929,4.529220606,0.18%
3218,508,2000,645.3952789,0.093158633,0.305218992,0.05%
2642,1920,1598,1447.10954,12.90554221,3.592428456,0.25%
2480,1488,358,247.2284635,1.281481723,1.132025496,0.46%
1826,2278,3674,2409.60137,51.03772648,7.144069322,0.30%
3876,3078,3842,7236.397046,11.01009137,3.318145773,0.05%
4092,924,1602,970.57724,1.82681697,1.351597932,0.14%
1942,3842,716,907.0984523,1.022079282,1.010979368,0.11%
202,180,242,14.16671753,0.002936527,0.054189732,0.38%
1280,2608,3488,1828.910192,54.43244987,7.377835039,0.40%
3146,3944,1598,3173.615456,0.551739049,0.74279139,0.02%
214,160,234,12.68872579,0.00645886,0.080367031,0.63%
3686,3046,3532,6537.537416,904.0171149,30.06687737,0.46%
3824,352,2790,592.4313863,1.558236868,1.248293583,0.21%
3174,3292,4050,6342.337505,66.91426047,8.18011372,0.13%
524,646,2178,152.5599162,1.380908139,1.175120478,0.77%
3366,1458,1918,1503.83091,3.063443273,1.750269486,0.12%
2542,3914,3794,5542.326132,28.47902766,5.336574525,0.10%
3204,674,2092,722.8091558,17.75610665,4.21379955,0.58%
3166,3956,1492,3014.027596,8.459638593,2.908545787,0.10%
3302,938,980,544.8584557,1.283260038,1.132810681,0.21%
852,1378,3140,624.1825422,1.360331124,1.166332339,0.19%
2282,1166,634,298.019886,3.389049198,1.840937043,0.62%
860,2078,2098,596.988519,0.476544048,0.690321699,0.12%
1908,1538,3986,1848.823071,0.416634066,0.645471971,0.03%
2430,342,514,96.80398305,0.063443218,0.251879371,0.26%
3670,3454,1316,2631.323655,0.739817753,0.860126591,0.03%
2368,2928,516,689.3453598,0.130137172,0.3607453,0.05%
1360,3570,2016,1617.713451,85.21513352,9.231204337,0.57%
122,216,178,15.48140844,0.007504588,0.086629028,0.56%
4014,3362,4086,10217.85981,1507.474369,38.82620724,0.38%
1092,2904,360,234.2435519,0.035040456,0.187190962,0.08%
2362,3478,2236,2906.227589,7.403817563,2.720995693,0.09%
2512,2096,2704,2323.952993,20.76586336,4.556957687,0.20%
